Hearing Date and Time Start,ALJ,Case
2016-09-15T13:00:00,Haggerty,15-002393
2016-09-15T14:00:00,Haggerty,15-002309
2016-09-20T09:00:00,Cyrus,15-002358
2016-09-20T09:00:00,Haggerty,15-000951
2016-09-20T10:00:00,Cyrus,15-002207
2016-09-20T13:00:00,Ballin,15-002157
2016-09-20T14:00:00,Haggerty,15-002305
2016-09-20T14:00:00,Cyrus,15-002127
2016-09-20T15:00:00,Haggerty,15-002349
2016-09-21T09:00:00,Cyrus,15-002222
2016-09-21T13:00:00,Haggerty,14-004288
2016-09-21T15:00:00,Haggerty,15-002854
2016-09-22T09:00:00,Cyrus,14-000025
2016-09-22T09:00:00,Haggerty,15-001711
2016-09-22T09:00:00,Cyrus,14-001884
2016-09-22T13:00:00,Cyrus,15-003116
2016-09-22T13:00:00,Haggerty,15-003215
2016-09-22T14:00:00,Cyrus,15-003444
2016-09-22T14:00:00,Haggerty,15-003225
2016-09-22T15:00:00,Cyrus,15-003204
2016-09-22T15:00:00,Haggerty,15-003236
2016-09-27T09:00:00,Ballin,15-002278
2016-09-27T10:30:00,Haggerty,15-002367
2016-09-27T13:00:00,Ballin,15-002258
2016-09-27T13:00:00,Cyrus,15-002296
2016-09-27T14:30:00,Ballin,15-002269
2016-09-27T14:30:00,Haggerty,15-002291
2016-09-28T09:00:00,Ballin,15-001760
2016-09-28T09:00:00,Cyrus,14-002700
2016-09-28T10:30:00,Ballin,14-002742
2016-09-28T10:30:00,Cyrus,15-000916
2016-09-28T14:00:00,Cyrus,15-001900
2016-09-29T09:00:00,Cyrus,15-001888
2016-09-29T09:00:00,Haggerty,15-002384
2016-09-29T10:00:00,Ballin,15-002338
2016-09-29T10:00:00,Haggerty,15-002361
2016-09-29T13:00:00,Ballin,15-002379
2016-09-29T13:00:00,Haggerty,15-002372
2016-09-29T13:00:00,Cyrus,15-001858
2016-09-29T14:00:00,Ballin,15-003253
2016-09-29T14:00:00,Haggerty,15-003305
2016-09-29T15:00:00,Cyrus,15-002392
2016-09-29T15:00:00,Haggerty,15-003430
2016-10-03T09:00:00,Haymaker,15-003810
2016-10-03T09:00:00,White,15-003880
2016-10-03T11:00:00,Haymaker,15-003820
2016-10-03T11:00:00,White,16-000879
2016-10-03T13:00:00,Gardner,15-003568
2016-10-03T15:00:00,Gardner,15-003679
2016-10-04T09:00:00,Cohen,15-001506
2016-10-04T09:00:00,Galvin,15-002307
2016-10-04T09:00:00,Haymaker,15-002660
2016-10-04T09:00:00,Cyrus,15-002900
2016-10-04T09:00:00,Haggerty,15-001777
2016-10-04T09:00:00,Ballin,15-002916
2016-10-04T10:00:00,Cyrus,15-002777
2016-10-04T10:30:00,Haggerty,15-002255
2016-10-04T10:30:00,Ballin,15-003013
2016-10-04T11:00:00,Cohen,15-001841
2016-10-04T11:00:00,Galvin,15-002370
2016-10-04T11:00:00,Olivero,15-002761
2016-10-04T13:00:00,Yi,15-002739
2016-10-04T13:00:00,Ballin,14-001572
2016-10-04T13:00:00,,15-000383
2016-10-04T15:00:00,Ballin,15-002437
2016-10-04T15:00:00,Yi,15-002780
2016-10-05T09:00:00,Ballin,15-003017
2016-10-05T09:00:00,Haggerty,15-003026
2016-10-05T09:00:00,Shapiro,15-003063
2016-10-05T09:00:00,Cyrus,15-003018
2016-10-05T10:30:00,Haggerty,15-003029
2016-10-05T10:30:00,Cyrus,15-003091
2016-10-05T11:00:00,Shapiro,15-003105
2016-10-05T13:00:00,Maschek,15-002869
2016-10-05T13:00:00,Cyrus,15-003162
2016-10-05T13:00:00,Haggerty,15-002901
2016-10-05T14:00:00,Cyrus,15-002507
2016-10-05T15:00:00,Haggerty,15-003021
2016-10-05T15:00:00,Ballin,15-003160
2016-10-06T09:00:00,Thielen,15-003139
2016-10-06T09:00:00,,15-001509
2016-10-06T11:00:00,Thielen,15-003143
2016-10-06T13:00:00,Ballin,15-002917
2016-10-06T14:30:00,Cyrus,15-002736
2016-10-06T15:00:00,Ballin,15-003176
2016-10-07T09:00:00,Sherrod,15-003268
2016-10-07T11:00:00,Sherrod,15-003275
2016-10-11T09:00:00,Galvin,15-002387
2016-10-11T09:00:00,Olivero,15-003326
2016-10-11T09:00:00,Cohen,15-002964
2016-10-11T09:00:00,Ballin,15-004055
2016-10-11T11:00:00,Olivero,15-002401
2016-10-11T11:00:00,Cohen,15-003477
2016-10-11T11:00:00,Galvin,15-003006
2016-10-11T13:00:00,Yi,15-002722
2016-10-11T13:00:00,Ballin,15-002406
2016-10-11T14:30:00,Ballin,15-002421
2016-10-11T15:00:00,Yi,15-003739
2016-10-12T11:00:00,Shapiro,15-003698
2016-10-12T13:00:00,Maschek,15-003184
2016-10-12T13:00:00,Cyrus,15-003071
2016-10-12T14:30:00,Haggerty,15-003084
2016-10-12T15:00:00,Maschek,15-003457
2016-10-13T09:00:00,Thielen,15-003706
2016-10-13T09:00:00,,15-001678
2016-10-13T11:00:00,Thielen,15-003772
2016-10-13T14:30:00,Haggerty,15-003286
2016-10-14T09:00:00,Sherrod,15-003789
2016-10-14T11:00:00,Sherrod,15-003998
2016-10-17T09:00:00,Haymaker,15-004007
2016-10-17T09:00:00,Manley,15-003356
2016-10-17T09:00:00,White,15-003818
2016-10-17T11:00:00,Haymaker,15-004180
2016-10-17T11:00:00,White,15-003871
2016-10-17T13:00:00,Gardner,15-003807
2016-10-17T15:00:00,Gardner,15-003808
2016-10-18T09:00:00,Manley,15-002642
2016-10-18T09:00:00,Olivero,15-004147
2016-10-18T09:00:00,Ballin,15-003145
2016-10-18T09:00:00,,15-000305
2016-10-18T10:00:00,Manley,15-002845
2016-10-18T11:00:00,Manley,15-002888
2016-10-18T11:00:00,Olivero,15-004198
2016-10-18T11:00:00,Cohen,16-000419
2016-10-18T13:00:00,Yi,15-004231
2016-10-18T13:00:00,Cohen,16-000110
2016-10-18T13:00:00,Cyrus,15-002446
2016-10-18T14:00:00,Cyrus,15-003111
2016-10-18T15:00:00,Ballin,15-003438
2016-10-18T15:00:00,Yi,16-000000
2016-10-19T09:00:00,Manley,15-003198
2016-10-19T09:00:00,,15-000235
2016-10-19T09:00:00,Shapiro,16-000478
2016-10-19T09:00:00,,15-001879
2016-10-19T10:00:00,,15-001975
2016-10-19T11:00:00,Manley,15-003345
2016-10-19T11:00:00,Shapiro,16-000597
2016-10-19T13:00:00,Maschek,16-001089
2016-10-19T13:00:00,Ballin,15-002077
2016-10-19T13:00:00,,15-001483
2016-10-19T15:00:00,Maschek,15-000277
2016-10-19T15:00:00,,15-002185
2016-10-20T09:00:00,Manley,15-003188
2016-10-20T09:00:00,Thielen,15-001339
2016-10-20T09:00:00,Ballin,15-003154
2016-10-20T09:00:00,Cyrus,15-002378
2016-10-20T09:00:00,,15-000022
2016-10-20T09:30:00,Manley,15-003351
2016-10-20T10:00:00,Manley,15-003489
2016-10-20T11:00:00,Thielen,15-000631
2016-10-20T13:00:00,Ballin,15-002397
2016-10-20T13:00:00,Cyrus,15-002413
2016-10-20T14:00:00,Haggerty,15-003040
2016-10-20T14:00:00,Cyrus,15-002469
2016-10-20T15:00:00,Ballin,15-002559
2016-10-21T09:00:00,Sherrod,15-002108
2016-10-21T11:00:00,Sherrod,15-002453
2016-10-24T11:00:00,Haymaker,15-002672
2016-10-24T13:00:00,Shapiro,15-002467
2016-10-24T15:00:00,Shapiro,15-002486
2016-10-24T21:00:00,White,15-002778
2016-10-25T09:00:00,Galvin,15-002840
2016-10-25T09:00:00,Olivero,15-002859
2016-10-25T09:00:00,Cohen,15-003022
2016-10-25T11:00:00,Olivero,15-002828
2016-10-25T15:00:00,Yi,15-002962
2016-10-26T09:00:00,Gardner,15-003229
2016-10-26T11:00:00,Gardner,15-003256
2016-10-26T15:00:00,Maschek,15-003214
2016-10-27T09:00:00,Thielen,15-003260
2016-10-27T11:00:00,Thielen,15-003319
2016-10-28T09:00:00,Sherrod,15-003329
2016-10-28T11:00:00,Sherrod,15-003346
2016-10-31T09:00:00,White,16-001189
2016-10-31T11:00:00,White,15-003849
2016-10-31T15:00:00,Gardner,15-002746
2016-11-01T09:00:00,Cyrus,15-002030
2016-11-01T09:00:00,Ballin,15-001536
2016-11-01T09:00:00,Cohen,15-002537
2016-11-01T09:00:00,Galvin,16-001397
2016-11-01T10:00:00,Ballin,15-002352
2016-11-01T10:30:00,Haggerty,15-002581
2016-11-01T11:00:00,Olivero,15-002332
2016-11-01T11:00:00,Cohen,15-002531
2016-11-01T11:00:00,Galvin,16-001392
2016-11-01T13:00:00,Cyrus,15-002256
2016-11-01T13:00:00,Ballin,15-000086
2016-11-01T13:00:00,Manley,15-002198
2016-11-01T14:00:00,Cyrus,15-000982
2016-11-01T15:00:00,Ballin,15-002418
2016-11-01T15:00:00,Haggerty,15-002750
2016-11-01T15:00:00,Yi,15-001532
2016-11-02T09:00:00,Cyrus,15-002855
2016-11-02T09:00:00,Ballin,15-002434
2016-11-02T09:00:00,Haggerty,15-002474
2016-11-02T09:00:00,Shapiro,15-002572
2016-11-02T10:00:00,Cyrus,15-002438
2016-11-02T10:30:00,Ballin,15-002861
2016-11-02T10:30:00,Haggerty,15-003000
2016-11-02T11:00:00,Maschek,15-002852
2016-11-02T13:00:00,Haggerty,15-003960
2016-11-02T14:00:00,Haggerty,15-002377
2016-11-02T15:00:00,Cyrus,15-003476
2016-11-02T15:00:00,Maschek,15-002545
2016-11-03T09:00:00,Ballin,15-002459
2016-11-03T09:00:00,Haggerty,15-002551
2016-11-03T10:30:00,Ballin,15-003505
2016-11-03T10:30:00,Haggerty,15-003930
2016-11-03T10:30:00,Cyrus,15-003486
2016-11-03T11:00:00,Thielen,15-002671
2016-11-03T13:00:00,Haggerty,15-003972
2016-11-03T13:00:00,Cyrus,15-003850
2016-11-03T14:00:00,Ballin,15-003637
2016-11-03T14:00:00,Haggerty,15-003740
2016-11-03T15:00:00,Haggerty,15-003768
2016-11-03T15:00:00,Ballin,15-003788
2016-11-03T15:00:00,Cyrus,15-003816
2016-11-04T09:00:00,Sherrod,15-002680
2016-11-04T11:00:00,Sherrod,15-002701
2016-11-07T09:00:00,Haymaker,15-002755
2016-11-07T09:00:00,White,15-002824
2016-11-07T11:00:00,Haymaker,15-002776
2016-11-07T11:00:00,White,15-002992
2016-11-07T13:00:00,Gardner,15-002730
2016-11-07T15:00:00,Gardner,15-002754
2016-11-09T10:30:00,Ballin,15-003939
2016-11-09T10:30:00,Haggerty,15-004008
2016-11-09T11:00:00,Shapiro,15-003103
2016-11-09T13:00:00,Cyrus,15-002048
2016-11-09T13:00:00,Haggerty,15-002334
2016-11-09T13:00:00,Maschek,15-002858
2016-11-09T13:00:00,Ballin,14-002994
2016-11-09T14:30:00,Cyrus,15-004088
2016-11-09T14:30:00,Haggerty,15-002605
2016-11-09T15:00:00,Ballin,15-004159
2016-11-09T15:00:00,Maschek,15-003004
2016-11-10T09:00:00,Haggerty,15-002483
2016-11-10T09:00:00,Cyrus,15-002409
2016-11-10T10:30:00,Ballin,15-002171
2016-11-10T13:00:00,Haggerty,15-002633
2016-11-10T13:00:00,Cyrus,15-002703
2016-11-10T14:30:00,Haggerty,15-004181
2016-11-10T14:30:00,Cyrus,15-004179
2016-11-14T09:00:00,Haymaker,15-003011
2016-11-14T09:00:00,White,15-003381
2016-11-14T11:00:00,Haymaker,15-003159
2016-11-14T13:00:00,Gardner,15-003165
2016-11-14T15:00:00,Gardner,15-002998
2016-11-15T09:00:00,Galvin,15-003278
2016-11-15T09:00:00,Olivero,15-003878
2016-11-15T11:00:00,Galvin,15-003252
2016-11-15T11:00:00,Olivero,15-003879
2016-11-15T15:00:00,Yi,15-003520
2016-11-17T13:00:00,Thielen,15-003554
2016-11-17T15:00:00,Thielen,15-003746
2016-11-18T09:00:00,Sherrod,15-004000
2016-11-18T11:00:00,Sherrod,15-003940
2016-11-21T09:00:00,Haggerty,15-002458
2016-11-21T09:00:00,White,15-004129
2016-11-21T09:00:00,Cyrus,15-002473
2016-11-21T11:00:00,White,16-000310
2016-11-21T13:00:00,Haggerty,15-002415
2016-11-21T13:00:00,Gardner,16-000190
2016-11-21T13:00:00,Cyrus,15-002427
2016-11-21T15:00:00,Haggerty,15-004342
2016-11-21T15:00:00,Cyrus,15-004392
2016-11-21T15:00:00,Gardner,15-004219
2016-11-22T09:00:00,Cyrus,15-002629
2016-11-22T09:00:00,Olivero,15-004389
2016-11-22T09:00:00,Galvin,16-000034
2016-11-22T09:00:00,Cohen,16-000073
2016-11-22T10:30:00,Haggerty,15-002350
2016-11-22T10:30:00,Cyrus,14-003608
2016-11-22T11:00:00,Galvin,15-004209
2016-11-22T11:00:00,Olivero,15-004230
2016-11-22T11:00:00,Cohen,15-004377
2016-11-22T13:00:00,Cyrus,15-004049
2016-11-22T13:00:00,Haggerty,15-004079
2016-11-22T13:00:00,Yi,16-000094
2016-11-22T14:00:00,Haggerty,15-004251
2016-11-22T14:00:00,Cyrus,15-004189
2016-11-22T15:00:00,Yi,15-004289
2016-11-28T09:00:00,White,16-000351
2016-11-28T09:00:00,Haymaker,16-000687
2016-11-28T11:00:00,Haymaker,16-000244
2016-11-28T11:00:00,White,16-000313
2016-11-29T09:00:00,Haggerty,15-002760
2016-11-29T09:00:00,Cyrus,15-002735
2016-11-29T09:00:00,Ballin,15-002720
2016-11-29T09:00:00,Galvin,16-000650
2016-11-29T09:00:00,Cohen,16-000787
2016-11-29T09:00:00,Olivero,16-000909
2016-11-29T10:30:00,Cyrus,15-002316
2016-11-29T11:00:00,Galvin,16-000452
2016-11-29T11:00:00,Olivero,16-000679
2016-11-29T11:00:00,Cohen,16-000838
2016-11-29T13:00:00,Ballin,15-000335
2016-11-29T13:00:00,Haggerty,15-002566
2016-11-29T13:00:00,Yi,16-000710
2016-11-29T13:00:00,Cyrus,15-002491
2016-11-29T15:00:00,Thielen,16-000719
2016-11-30T09:00:00,Cyrus,15-002813
2016-11-30T09:00:00,Shapiro,16-001049
2016-11-30T10:30:00,Cyrus,15-002153
2016-11-30T10:30:00,Cyrus,15-002223
2016-11-30T10:30:00,Cyrus,15-002324
2016-11-30T10:30:00,Cyrus,15-002494
2016-11-30T10:30:00,Cyrus,15-002554
2016-11-30T10:30:00,Cyrus,15-002653
2016-11-30T10:30:00,Cyrus,15-002804
2016-11-30T10:30:00,Cyrus,15-002884
2016-11-30T10:30:00,Cyrus,15-003003
2016-11-30T10:30:00,Cyrus,15-003033
2016-11-30T10:30:00,Cyrus,15-003141
2016-11-30T11:00:00,Shapiro,16-001209
2016-11-30T13:00:00,Ballin,15-002800
2016-11-30T13:00:00,Maschek,16-000860
2016-11-30T13:00:00,Cyrus,15-002632
2016-11-30T15:00:00,Maschek,16-000910
2016-12-01T09:00:00,Ballin,15-002836
2016-12-01T09:00:00,Haggerty,15-002844
2016-12-01T09:00:00,Cyrus,15-002911
2016-12-01T09:00:00,Thielen,16-001710
2016-12-01T10:30:00,Cyrus,15-002281
2016-12-01T11:00:00,Thielen,16-001212
2016-12-01T13:00:00,Haggerty,15-002906
2016-12-01T13:00:00,Cyrus,15-002862
2016-12-02T09:00:00,Sherrod,16-001349
2016-12-05T09:00:00,Haymaker,15-003494
2016-12-05T09:00:00,Gardner,15-003463
2016-12-05T09:00:00,White,15-003551
2016-12-05T11:00:00,White,15-003681
2016-12-05T11:00:00,Haymaker,15-003538
2016-12-05T15:00:00,Gardner,15-003480
2016-12-06T09:00:00,Galvin,15-003710
2016-12-06T09:00:00,Olivero,15-004117
2016-12-06T09:00:00,Manley,15-002925
2016-12-06T09:00:00,Ballin,15-001646
2016-12-06T09:00:00,Cyrus,15-000175
2016-12-06T11:00:00,Olivero,15-004379
2016-12-06T13:00:00,Yi,16-000169
2016-12-06T13:00:00,Ballin,15-001185
2016-12-06T15:00:00,Yi,16-000184
2016-12-07T09:00:00,Ballin,15-003146
2016-12-07T09:00:00,Cyrus,15-003177
2016-12-07T09:00:00,Haggerty,15-003254
2016-12-07T13:00:00,Haggerty,15-002970
2016-12-07T13:00:00,Cyrus,15-003112
2016-12-08T09:00:00,Thielen,16-000161
2016-12-08T09:00:00,Ballin,15-003651
2016-12-08T09:00:00,Cyrus,15-003687
2016-12-08T09:00:00,Haggerty,15-003689
2016-12-08T11:00:00,Thielen,16-000449
2016-12-08T13:00:00,Haggerty,15-003148
2016-12-08T13:00:00,Cyrus,15-003171
2016-12-08T13:00:00,Ballin,15-003259
2016-12-09T09:00:00,Sherrod,16-001462
2016-12-09T11:00:00,Sherrod,16-001742
2016-12-12T09:00:00,White,16-000699
2016-12-12T11:00:00,Haymaker,16-000901
2016-12-12T11:00:00,White,16-000580
2016-12-12T13:00:00,Gardner,16-001221
2016-12-12T15:00:00,Gardner,16-001532
2016-12-13T09:00:00,Cohen,14-003871
2016-12-13T09:00:00,Galvin,15-002298
2016-12-13T09:00:00,Cyrus,15-003699
2016-12-13T09:00:00,Manley,15-003942
2016-12-13T09:00:00,Haggerty,15-003996
2016-12-13T11:00:00,Cohen,16-000998
2016-12-13T11:00:00,Olivero,15-004157
2016-12-13T11:00:00,Galvin,16-001080
2016-12-13T13:00:00,Yi,16-001149
2016-12-13T13:00:00,Haggerty,15-002774
2016-12-13T15:00:00,Yi,16-001111
2016-12-14T09:00:00,Ballin,15-004254
2016-12-14T09:00:00,Haggerty,15-004226
2016-12-14T09:00:00,Cyrus,15-003201
2016-12-14T13:00:00,Ballin,15-003330
2016-12-14T13:00:00,Haggerty,15-003887
2016-12-14T13:00:00,Cyrus,15-003322
2016-12-15T09:00:00,Thielen,16-000797
2016-12-15T09:00:00,Ballin,16-000040
2016-12-15T09:00:00,Haggerty,15-004437
2016-12-15T09:00:00,Cyrus,16-000064
2016-12-15T11:00:00,Thielen,16-001125
2016-12-15T13:00:00,Haggerty,15-003197
2016-12-15T13:00:00,Ballin,16-000129
2016-12-15T13:00:00,Cyrus,15-003999
2016-12-16T09:00:00,Haymaker,16-000339
2017-01-03T09:00:00,Olivero,14-002562
2017-01-03T09:00:00,Cohen,16-001369
2017-01-03T11:00:00,Galvin,16-001126
2017-01-03T11:00:00,Olivero,16-001317
2017-01-04T09:00:00,Shapiro,16-001730
2017-01-04T11:00:00,Shapiro,16-001460
2017-01-04T15:00:00,Maschek,16-001249
2017-01-05T09:00:00,Thielen,15-002602
2017-01-05T11:00:00,Thielen,15-004029
2017-01-06T09:00:00,Sherrod,16-001607
2017-01-06T11:00:00,Sherrod,15-004037
2017-01-09T09:00:00,White,15-002809
2017-01-09T09:00:00,Haymaker,15-004270
2017-01-09T11:00:00,Haymaker,16-000128
2017-01-09T13:00:00,Gardner,15-003200
2017-01-09T15:00:00,Gardner,15-003309
2017-01-10T09:00:00,Galvin,15-003327
2017-01-10T09:00:00,Olivero,15-003931
2017-01-10T09:00:00,Cohen,15-004128
2017-01-10T11:00:00,Galvin,15-003363
2017-01-10T11:00:00,Cohen,15-004263
2017-01-11T09:00:00,Shapiro,15-004309
2017-01-11T13:00:00,Maschek,15-002930
2017-01-11T15:00:00,Maschek,15-003195
2017-01-12T09:00:00,Thielen,15-004339
2017-01-12T11:00:00,Thielen,16-000127
2017-01-13T11:00:00,Sherrod,16-000216
2017-01-17T09:00:00,Cohen,15-001042
2017-01-18T09:00:00,Shapiro,15-002558
2017-01-18T11:00:00,Shapiro,15-003134
2017-01-18T13:00:00,Maschek,15-003239
2017-01-18T15:00:00,Maschek,15-003461
2017-01-19T11:00:00,Thielen,15-003478
2017-01-20T09:00:00,Sherrod,15-003479
2017-01-20T11:00:00,Sherrod,15-003622
2017-01-23T09:00:00,Haymaker,15-004255
2017-01-23T11:00:00,Haymaker,16-000180
2017-01-23T11:00:00,White,16-001202
2017-01-23T13:00:00,Gardner,16-001886
2017-01-23T15:00:00,Gardner,16-000062
2017-01-24T09:00:00,Galvin,16-000265
2017-01-24T09:00:00,Olivero,16-000700
2017-01-24T09:00:00,Cohen,16-000922
2017-01-24T11:00:00,Galvin,16-000365
2017-01-24T11:00:00,Olivero,16-000759
2017-01-24T11:00:00,Thielen,16-000948
2017-01-25T13:00:00,Maschek,16-001669
2017-01-25T15:00:00,Maschek,16-001739
2017-01-26T13:00:00,Maschek,16-000418
2017-01-27T09:00:00,Sherrod,16-001759
2017-01-27T11:00:00,Sherrod,16-001832
2017-01-30T09:00:00,White,16-000227
2017-01-30T09:00:00,Haymaker,16-000065
2017-01-30T11:00:00,White,15-000161
2017-01-30T11:00:00,Haymaker,15-002529
2017-01-30T13:00:00,Gardner,16-000334
2017-01-30T15:00:00,Gardner,15-003874
2017-01-31T09:00:00,Galvin,15-003720
2017-01-31T09:00:00,Cohen,16-000438
2017-01-31T11:00:00,Cohen,15-002557
2017-01-31T11:00:00,Galvin,16-000625
2017-01-31T13:00:00,Yi,15-000648
2017-02-01T09:00:00,Ballin,16-000112
2017-02-01T09:00:00,Shapiro,15-003280
2017-02-01T09:00:00,Cyrus,15-003545
2017-02-01T10:00:00,Ballin,15-002519
2017-02-01T11:00:00,Shapiro,16-001930
2017-02-01T13:00:00,Ballin,15-003238
2017-02-01T13:00:00,Cyrus,15-002943
2017-02-01T13:00:00,Maschek,16-001755
2017-02-01T14:00:00,Ballin,15-003209
2017-02-01T14:30:00,Cyrus,15-003062
2017-02-01T15:00:00,Ballin,15-002831
2017-02-01T15:00:00,Maschek,16-000877
2017-02-02T09:00:00,Ballin,15-003183
2017-02-02T09:00:00,Cyrus,15-003271
2017-02-02T10:30:00,Cyrus,15-003077
2017-02-02T11:00:00,Thielen,16-001076
2017-02-02T13:00:00,Cyrus,15-003189
2017-02-03T11:00:00,Sherrod,16-000325
2017-02-06T11:00:00,Haymaker,16-000286
2017-02-06T13:00:00,Gardner,16-000411
2017-02-06T15:00:00,Gardner,16-001985
2017-02-07T09:00:00,Olivero,16-000432
2017-02-07T09:00:00,Galvin,16-001676
2017-02-07T09:00:00,Ballin,15-002908
2017-02-07T09:00:00,Cyrus,15-002073
2017-02-07T11:00:00,Cohen,16-000213
2017-02-07T11:00:00,Olivero,16-000308
2017-02-07T11:00:00,Galvin,16-000729
2017-02-07T13:00:00,Yi,15-002443
2017-02-07T14:30:00,Cyrus,15-003106
2017-02-07T15:00:00,Yi,16-000276
2017-02-08T09:00:00,Shapiro,16-000626
2017-02-08T11:00:00,Shapiro,16-000716
2017-02-08T13:00:00,Cyrus,15-002521
2017-02-08T14:30:00,Cyrus,15-003398
2017-02-09T09:00:00,Thielen,16-000717
2017-02-09T09:00:00,Ballin,15-002362
2017-02-09T09:00:00,Cyrus,15-002275
2017-02-09T11:00:00,Thielen,16-001621
2017-02-09T13:00:00,Ballin,15-002918
2017-02-10T09:00:00,Sherrod,16-001731
2017-02-10T11:00:00,Sherrod,16-001869
2017-02-14T09:00:00,Cyrus,15-003082
2017-02-14T09:30:00,Haggerty,15-000282
2017-02-14T11:00:00,Cyrus,14-001448
2017-02-14T13:00:00,Cyrus,15-001870
2017-02-14T15:00:00,Cyrus,15-002937
2017-02-15T09:00:00,Ballin,15-003334
2017-02-15T09:00:00,Haggerty,15-001921
2017-02-15T09:00:00,Cyrus,15-002842
2017-02-15T13:00:00,Ballin,15-002764
2017-02-15T13:00:00,Cyrus,15-002718
2017-02-15T13:00:00,Haggerty,15-002270
2017-02-15T14:30:00,Ballin,15-003298
2017-02-15T14:30:00,Cyrus,15-002504
2017-02-15T15:00:00,Haggerty,16-000329
2017-02-16T09:00:00,Ballin,15-002598
2017-02-16T09:30:00,Thielen,15-003287
2017-02-16T13:00:00,Cyrus,15-002830
2017-02-16T13:00:00,Haggerty,16-000347
2017-02-16T14:30:00,Ballin,15-001078
2017-02-16T14:30:00,Cyrus,15-002588
2017-02-16T14:30:00,Haggerty,16-000348
2017-02-17T14:00:00,White,16-001162
2017-02-22T09:00:00,Ballin,15-002922
2017-02-22T13:00:00,Ballin,15-003373
2017-02-22T13:00:00,Cyrus,15-003401
2017-02-22T13:00:00,Haggerty,15-003267
2017-02-22T15:00:00,,16-000260
2017-02-22T15:00:00,Ballin,15-003645
2017-02-22T15:00:00,Cyrus,16-000510
2017-02-23T09:00:00,Cyrus,15-002493
2017-02-23T09:00:00,Cyrus,15-002763
2017-02-23T09:00:00,Cyrus,15-002894
2017-02-23T09:00:00,Cyrus,15-003234
2017-02-23T09:00:00,Cyrus,15-003558
2017-02-23T09:00:00,Cyrus,15-004023
2017-02-23T09:00:00,Cyrus,16-000704
2017-02-23T10:30:00,Ballin,15-004335
2017-02-23T10:30:00,Haggerty,16-000352
2017-02-23T14:00:00,Cyrus,15-002158
2017-02-23T14:30:00,Haggerty,15-001786
2017-02-23T15:00:00,Ballin,16-000198
2017-02-27T09:00:00,Haymaker,15-003186
2017-02-27T09:00:00,White,15-003387
2017-02-27T11:00:00,Haymaker,16-000058
2017-02-27T11:00:00,White,16-001458
2017-02-27T13:00:00,Gardner,16-000037
2017-02-27T15:00:00,Gardner,16-000217
2017-02-28T09:00:00,Ballin,16-000538
2017-02-28T09:00:00,Haggerty,16-000350
2017-02-28T09:00:00,Olivero,16-000620
2017-02-28T09:00:00,Cohen,16-001652
2017-02-28T10:30:00,Ballin,15-003185
2017-02-28T11:00:00,Cohen,16-001477
2017-02-28T13:00:00,Yi,16-001528
2017-02-28T13:00:00,Ballin,15-003206
2017-03-01T11:00:00,Shapiro,16-001251
2017-03-01T13:00:00,Maschek,16-001511
2017-03-01T15:00:00,Maschek,16-001271
2017-03-02T09:00:00,Thielen,16-000962
2017-03-02T09:00:00,Ballin,16-000131
2017-03-02T09:00:00,Haggerty,16-000824
2017-03-02T09:00:00,Cyrus,15-004006
2017-03-02T10:30:00,Ballin,16-000599
2017-03-02T10:30:00,Haggerty,16-000287
2017-03-02T11:00:00,Thielen,16-000355
2017-03-02T13:00:00,Cyrus,16-000430
2017-03-02T13:00:00,Ballin,15-004100
2017-03-02T13:00:00,Haggerty,15-004204
2017-03-02T14:30:00,Cyrus,16-000630
2017-03-03T09:00:00,Sherrod,16-002212
2017-03-03T11:00:00,Sherrod,16-002382
2017-03-06T09:00:00,White,16-002131
2017-03-06T11:00:00,White,16-002117
2017-03-06T13:00:00,Gardner,16-000479
2017-03-06T15:00:00,Gardner,16-000317
2017-03-07T09:00:00,Galvin,16-000086
2017-03-07T09:00:00,Olivero,16-002047
2017-03-07T09:00:00,Cyrus,15-004308
2017-03-07T09:00:00,Haggerty,15-004120
2017-03-07T11:00:00,Galvin,16-001972
2017-03-07T11:00:00,Olivero,16-002098
2017-03-07T13:00:00,Yi,16-002377
2017-03-07T13:00:00,Ballin,16-000369
2017-03-07T13:00:00,Cyrus,16-000109
2017-03-07T13:00:00,Haggerty,16-000999
2017-03-07T14:30:00,Ballin,16-000512
2017-03-07T14:30:00,Cyrus,16-000044
2017-03-07T14:30:00,Haggerty,16-000074
2017-03-07T15:00:00,Yi,16-002388
2017-03-08T09:00:00,Shapiro,15-001002
2017-03-08T09:00:00,Ballin,15-003467
2017-03-08T09:00:00,Cyrus,15-003670
2017-03-08T09:00:00,Haggerty,15-002816
2017-03-08T11:00:00,Shapiro,15-004381
2017-03-08T13:00:00,Maschek,16-000051
2017-03-08T13:00:00,Cyrus,15-003523
2017-03-08T13:00:00,Ballin,15-004310
2017-03-08T15:00:00,Cyrus,15-003736
2017-03-09T09:00:00,Thielen,16-000657
2017-03-09T09:00:00,Cyrus,15-004210
2017-03-09T11:00:00,Thielen,16-000210
2017-03-09T13:00:00,Cyrus,15-004155
2017-03-09T13:00:00,Haggerty,15-004012
2017-03-09T15:00:00,Cyrus,15-003780
2017-03-10T09:00:00,Sherrod,16-000992
2017-03-10T11:00:00,Sherrod,16-001056
2017-03-13T09:00:00,White,16-001084
2017-03-13T11:00:00,White,16-001096
2017-03-13T13:00:00,Gardner,16-001186
